Row 18, label PEFNTVTY, used 926: Columbia
Row 34954, label PEFNTVTY, used 10568: Dominican-Republic
Row 34954, label PEMNTVTY, used 10568: Dominican-Republic
Row 34954, label PENATVTY, used 10568: Dominican-Republic
Row 34987, label PEMNTVTY, used 428: United-States
Row 34990, label PEFNTVTY, used 32727: United-States
Row 34990, label PEMNTVTY, used 32727: United-States
Row 34990, label PENATVTY, used 32727: United-States
Row 35032, label PEMNTVTY, used 377: United-States
Row 35032, label PENATVTY, used 377: United-States
Row 35078, label PEFNTVTY, used 15138: United-States
Row 35078, label PEMNTVTY, used 15138: United-States
Row 35086, label PEFNTVTY, used 54925: United-States
Row 35086, label PEMNTVTY, used 54925: United-States
Row 35086, label PENATVTY, used 54925: United-States
Row 35088, label PEFNTVTY, used 29494: United-States
Row 35088, label PEMNTVTY, used 29494: United-States
Row 35088, label PENATVTY, used 29494: United-States
Row 35111, label PEFNTVTY, used 428: United-States
Row 35111, label PEMNTVTY, used 428: United-States
Row 35111, label PENATVTY, used 428: United-States
Row 35133, label PENATVTY, used 38156: China
Row 35146, label PEMNTVTY, used 56: United-States
Row 35156, label PEMNTVTY, used 6: United-States
Row 35201, label PEFNTVTY, used 44: United-States
Row 35231, label PEFNTVTY, used 1050: United-States
Row 35231, label PEMNTVTY, used 1050: United-States
Row 35231, label PENATVTY, used 1050: United-States
Row 35233, label PEFNTVTY, used 2381: United-States
Row 35233, label PEMNTVTY, used 2381: United-States
Row 35244, label PEFNTVTY, used 68089: United-States
Row 35244, label PEMNTVTY, used 68089: United-States
Row 35244, label PENATVTY, used 68089: United-States
Row 35256, label PEFNTVTY, used 56: United-States
Row 35256, label PEMNTVTY, used 56: United-States
Row 35256, label PENATVTY, used 56: United-States
Row 35266, label PEFNTVTY, used 2996: United-States
Row 35266, label PEMNTVTY, used 2996: United-States
Row 35283, label PEMNTVTY, used 179: United-States
Row 35311, label PEFNTVTY, used 47413: United-States
Row 35311, label PEMNTVTY, used 47413: United-States
Row 35311, label PENATVTY, used 47413: United-States
Row 35340, label PEFNTVTY, used 517: United-States
Row 35340, label PEMNTVTY, used 517: United-States
Row 35342, label PENATVTY, used 17919: Cambodia
Row 35343, label PEMNTVTY, used 44: United-States
Row 35396, label PEFNTVTY, used 4817: United-States
Row 35396, label PEMNTVTY, used 4817: United-States
Row 35396, label PENATVTY, used 4817: United-States
Row 35412, label PEFNTVTY, used 7241: United-States
Row 35418, label PENATVTY, used 10438: United-States
Row 35442, label PEFNTVTY, used 366: United-States
Row 35442, label PEMNTVTY, used 366: United-States
Row 35442, label PENATVTY, used 366: United-States
Row 35446, label PEFNTVTY, used 428: United-States
Row 35446, label PEMNTVTY, used 428: United-States
Row 35450, label PEFNTVTY, used 91536: Philippines
Row 35450, label PEMNTVTY, used 91536: Philippines
Row 35450, label PENATVTY, used 91536: Philippines
Row 35510, label PEFNTVTY, used 15998: United-States
Row 35529, label PEFNTVTY, used 26436: United-States
Row 35529, label PEMNTVTY, used 26436: United-States
Row 35529, label PENATVTY, used 26436: United-States
Row 35538, label PEMNTVTY, used 953: United-States
Row 35542, label PEMNTVTY, used 805: United-States
Row 35578, label PEFNTVTY, used 174006: Dominican-Republic
Row 35578, label PEMNTVTY, used 174006: Dominican-Republic
Row 35599, label PEFNTVTY, used 100: United-States
Row 35599, label PEMNTVTY, used 100: United-States
Row 35630, label PEFNTVTY, used 46: United-States
Row 35630, label PEMNTVTY, used 46: United-States
Row 35631, label PEFNTVTY, used 50260: Germany
Row 35639, label PEFNTVTY, used 3504: United-States
Row 35654, label PENATVTY, used 2233: United-States
Row 35664, label PEFNTVTY, used 857: United-States
Row 35664, label PEMNTVTY, used 857: United-States
Row 35664, label PENATVTY, used 857: United-States
Row 35670, label PEMNTVTY, used 35148: United-States
Row 35705, label PEFNTVTY, used 8643: United-States
Row 35705, label PEMNTVTY, used 8643: United-States
Row 35710, label PEMNTVTY, used 27582: United-States
Row 35712, label PEFNTVTY, used 5119: United-States
Row 35735, label PENATVTY, used 473: United-States
Row 35810, label PEFNTVTY, used 25046: Nicaragua
Row 35810, label PEMNTVTY, used 25046: Nicaragua
Row 35810, label PENATVTY, used 25046: Nicaragua
Row 35825, label PEMNTVTY, used 3: United-States
Row 35847, label PEFNTVTY, used 56: United-States
Row 35861, label PEFNTVTY, used 46: United-States
Row 35861, label PEMNTVTY, used 46: United-States
Row 35878, label PEFNTVTY, used 428: United-States
Row 35878, label PEMNTVTY, used 428: United-States
Row 35878, label PENATVTY, used 428: United-States
Row 35909, label PEFNTVTY, used 16295: United-States
Row 35909, label PEMNTVTY, used 16295: United-States
Row 35909, label PENATVTY, used 16295: United-States
Row 35955, label PEFNTVTY, used 3: United-States
Row 35955, label PEMNTVTY, used 3: United-States
Row 35960, label PEFNTVTY, used 16030: United-States
Row 35960, label PEMNTVTY, used 16030: United-States
Row 35960, label PENATVTY, used 16030: United-States
Row 35988, label PEFNTVTY, used 10576: United-States
Row 35988, label PENATVTY, used 10576: United-States
Row 36002, label PEFNTVTY, used 16234: United-States
Row 36012, label PEFNTVTY, used 115718: South Korea
Row 36012, label PEMNTVTY, used 115718: South Korea
Row 36012, label PENATVTY, used 115718: South Korea
Row 36029, label PEMNTVTY, used 15: United-States
Row 36072, label PEFNTVTY, used 15041: Taiwan
Row 36072, label PEMNTVTY, used 15041: Taiwan
Row 36072, label PENATVTY, used 15041: Taiwan
Row 36134, label PEMNTVTY, used 22917: United-States
Row 36179, label PEFNTVTY, used 30892: China
Row 36179, label PEMNTVTY, used 30892: China
Row 36179, label PENATVTY, used 30892: China
Row 36217, label PEFNTVTY, used 558: Yugoslavia
Row 36217, label PEMNTVTY, used 558: Yugoslavia
Row 36228, label PEFNTVTY, used 3: United-States
Row 36228, label PEMNTVTY, used 3: United-States
Row 36228, label PENATVTY, used 3: United-States
Row 36230, label PENATVTY, used 347: United-States
Row 36239, label PEFNTVTY, used 3: United-States
Row 36321, label PEFNTVTY, used 8244: United-States
Row 36344, label PEMNTVTY, used 133: United-States
Row 36353, label PEFNTVTY, used 11543: United-States
Row 36353, label PEMNTVTY, used 11543: United-States
Row 36353, label PENATVTY, used 11543: United-States
Row 36486, label PEFNTVTY, used 428: United-States
Row 36486, label PEMNTVTY, used 428: United-States
Row 36489, label PEFNTVTY, used 2501: United-States
Row 36489, label PEMNTVTY, used 2501: United-States
Row 36489, label PENATVTY, used 2501: United-States
Row 36491, label PEFNTVTY, used 65: South Korea
Row 36491, label PEMNTVTY, used 65: United-States
Row 36539, label PEFNTVTY, used 17220: China
Row 36539, label PEMNTVTY, used 17220: China
Row 36539, label PENATVTY, used 17220: Philippines
Row 36547, label PEFNTVTY, used 1183: Cuba
Row 36563, label PEMNTVTY, used 3173: United-States
Row 36611, label PEFNTVTY, used 13975: United-States
Row 36611, label PEMNTVTY, used 13975: United-States
Row 36612, label PEMNTVTY, used 2785: United-States
Row 36612, label PENATVTY, used 2785: United-States
Row 36617, label PEFNTVTY, used 44: United-States
Row 36617, label PEMNTVTY, used 44: United-States
Row 36617, label PENATVTY, used 44: United-States
Row 36622, label PEFNTVTY, used 15583: Dominican-Republic
Row 36622, label PEMNTVTY, used 15583: Dominican-Republic
Row 36622, label PENATVTY, used 15583: Dominican-Republic
Row 36640, label PEMNTVTY, used 385: United-States
Row 36659, label PEFNTVTY, used 3: United-States
Row 36659, label PEMNTVTY, used 3: United-States
Row 36659, label PENATVTY, used 3: United-States
Row 36778, label PEFNTVTY, used 10896: United-States
Row 36828, label PEFNTVTY, used 17709: United-States
Row 36828, label PEMNTVTY, used 17709: United-States
Row 36843, label PEFNTVTY, used 45477: United-States
Row 36843, label PEMNTVTY, used 45477: United-States
Row 36843, label PENATVTY, used 45477: United-States
Row 36865, label PEFNTVTY, used 3: United-States
Row 36870, label PEMNTVTY, used 12380: United-States
Row 36933, label PEMNTVTY, used 65: United-States
Row 36933, label PENATVTY, used 65: United-States
Row 36949, label PEFNTVTY, used 170766: Philippines
Row 36949, label PEMNTVTY, used 170766: Philippines
Row 36949, label PENATVTY, used 170766: Philippines
Row 36950, label PEFNTVTY, used 46: United-States
Row 36950, label PEMNTVTY, used 46: United-States
Row 36950, label PENATVTY, used 46: United-States
Row 36967, label PEFNTVTY, used 473: United-States
Row 36967, label PEMNTVTY, used 473: United-States
Row 36970, label PEFNTVTY, used 376: United-States
Row 36970, label PEMNTVTY, used 376: United-States
Row 36970, label PENATVTY, used 376: United-States
Row 36996, label PEFNTVTY, used 3: United-States
Row 36996, label PEMNTVTY, used 3: United-States
Row 36996, label PENATVTY, used 3: United-States
Row 37031, label PENATVTY, used 10452: United-States
Row 37061, label PEFNTVTY, used 2396: United-States
Row 37061, label PEMNTVTY, used 2396: United-States
Row 37061, label PENATVTY, used 2396: United-States
Row 37087, label PEFNTVTY, used 41158: Puerto-Rico
Row 37087, label PEMNTVTY, used 41158: Puerto-Rico
Row 37087, label PENATVTY, used 41158: Puerto-Rico
Row 37098, label PEFNTVTY, used 44: United-States
Row 37098, label PEMNTVTY, used 44: United-States
Row 37114, label PEFNTVTY, used 375: United-States
Row 37114, label PEMNTVTY, used 375: United-States
Row 37119, label PEFNTVTY, used 3: United-States
Row 37122, label PEFNTVTY, used 3: United-States
Row 37122, label PEMNTVTY, used 3: United-States
Row 37122, label PENATVTY, used 3: United-States
Row 37308, label PEFNTVTY, used 64570: Cuba
Row 37343, label PEMNTVTY, used 5880: United-States
Row 37348, label PEFNTVTY, used 1603: United-States
Row 37390, label PEFNTVTY, used 740: United-States
Row 37432, label PEFNTVTY, used 3: United-States
Row 37464, label PEFNTVTY, used 3: United-States
Row 37464, label PEMNTVTY, used 3: United-States
Row 37501, label PEFNTVTY, used 10238: Peru
Row 37501, label PEMNTVTY, used 10238: Peru
Row 37501, label PENATVTY, used 10238: Peru
Row 37516, label PEFNTVTY, used 6786: United-States
Row 37516, label PEMNTVTY, used 6786: United-States
Row 37516, label PENATVTY, used 6786: United-States
Row 37542, label PEFNTVTY, used 3504: United-States
Row 37542, label PENATVTY, used 3504: United-States
Row 37558, label PEFNTVTY, used 2094: Italy
Row 37558, label PEMNTVTY, used 2094: Italy
Row 37635, label PEFNTVTY, used 8051: United-States
Row 37635, label PEMNTVTY, used 8051: United-States
Row 37635, label PENATVTY, used 8051: United-States
Row 37641, label PEFNTVTY, used 44: United-States
Row 37656, label PEFNTVTY, used 7540: United-States
Row 37657, label PEFNTVTY, used 417: United-States
Row 37670, label PEFNTVTY, used 46: United-States
Row 37670, label PEMNTVTY, used 46: United-States
Row 37754, label PEFNTVTY, used 11018: United-States
Row 37754, label PENATVTY, used 11018: United-States
Row 37762, label PEFNTVTY, used 375: United-States
Row 37789, label PEFNTVTY, used 417: United-States
Row 37808, label PEFNTVTY, used 2667: United-States
Row 37813, label PEFNTVTY, used 3: United-States
Row 37816, label PEMNTVTY, used 3: United-States
Row 37816, label PENATVTY, used 3: United-States
Row 37819, label PEMNTVTY, used 9290: United-States
Row 37834, label PEFNTVTY, used 330: United-States
Row 37850, label PEFNTVTY, used 47655: United-States
Row 37850, label PENATVTY, used 47655: United-States
Row 37877, label PEFNTVTY, used 42106: United-States
Row 37877, label PEMNTVTY, used 42106: United-States
Row 37877, label PENATVTY, used 42106: United-States
Row 37896, label PEFNTVTY, used 60: United-States
Row 37896, label PEMNTVTY, used 60: United-States
Row 37906, label PEMNTVTY, used 993: United-States
Row 37950, label PEFNTVTY, used 11640: Cambodia
Row 37950, label PEMNTVTY, used 11640: Cambodia
Row 37950, label PENATVTY, used 11640: Cambodia
Row 37966, label PEFNTVTY, used 0: United-States
Row 37966, label PEMNTVTY, used 0: United-States
Row 37982, label PEFNTVTY, used 5905: United-States
Row 37982, label PEMNTVTY, used 5905: United-States
Row 37982, label PENATVTY, used 5905: United-States
Row 38004, label PEFNTVTY, used 1016: United-States
Row 38004, label PEMNTVTY, used 1016: United-States
Row 38008, label PEFNTVTY, used 65: South Korea
Row 38008, label PEMNTVTY, used 65: United-States
Row 38019, label PEFNTVTY, used 70490: United-States
Row 38024, label PEFNTVTY, used 57291: United-States
Row 38031, label PEFNTVTY, used 51509: United-States
Row 38031, label PEMNTVTY, used 51509: United-States
Row 38031, label PENATVTY, used 51509: United-States
Row 38036, label PEFNTVTY, used 12048: Japan
Row 38036, label PEMNTVTY, used 12048: Japan
Row 38036, label PENATVTY, used 12048: Japan
Row 38045, label PEFNTVTY, used 2850: United-States
Row 38067, label PEFNTVTY, used 152406: South Korea
Row 38067, label PEMNTVTY, used 152406: South Korea
Row 38067, label PENATVTY, used 152406: United-States
Row 38091, label PEFNTVTY, used 3: United-States
Row 38105, label PEFNTVTY, used 21574: Nicaragua
Row 38105, label PEMNTVTY, used 21574: Nicaragua
Row 38105, label PENATVTY, used 21574: Nicaragua
Row 38126, label PEFNTVTY, used 115914: Iran
Row 38126, label PEMNTVTY, used 115914: Iran
Row 38126, label PENATVTY, used 115914: Iran
Row 38176, label PEFNTVTY, used 0: United-States
Row 38176, label PEMNTVTY, used 0: United-States
Row 38176, label PENATVTY, used 0: United-States
Row 38205, label PEFNTVTY, used 18011: United-States
Row 38233, label PEFNTVTY, used 1647: United-States
Row 38233, label PEMNTVTY, used 1647: United-States
Row 38233, label PENATVTY, used 1647: United-States
Row 38304, label PEFNTVTY, used 10775: United-States
Row 38318, label PEFNTVTY, used 107: United-States
Row 38318, label PEMNTVTY, used 107: United-States
Row 38347, label PEFNTVTY, used 119990: United-States
Row 38347, label PEMNTVTY, used 119990: United-States
Row 38347, label PENATVTY, used 119990: United-States
Row 38368, label PEFNTVTY, used 65: South Korea
Row 38368, label PEMNTVTY, used 65: United-States
Row 38368, label PENATVTY, used 65: United-States
Row 38376, label PENATVTY, used 41869: United-States
Row 38396, label PEFNTVTY, used 1467: United-States
Row 38396, label PEMNTVTY, used 1467: United-States
Row 38397, label PEFNTVTY, used 60171: United-States
Row 38397, label PEMNTVTY, used 60171: United-States
Row 38429, label PEMNTVTY, used 1533: Ireland
Row 38459, label PEMNTVTY, used 556: United-States
Row 38484, label PEFNTVTY, used 142714: Nicaragua
Row 38484, label PEMNTVTY, used 142714: Nicaragua
Row 38484, label PENATVTY, used 142714: Nicaragua
Row 38492, label PEFNTVTY, used 1167: United-States
Row 38492, label PEMNTVTY, used 1167: United-States
Row 38492, label PENATVTY, used 1167: United-States
Row 38496, label PEFNTVTY, used 7082: United-States
Row 38498, label PEFNTVTY, used 6182: United-States
Row 38498, label PEMNTVTY, used 6182: United-States
Row 38498, label PENATVTY, used 6182: United-States
Row 38519, label PEFNTVTY, used 100: United-States
Row 38587, label PENATVTY, used 60764: United-States
Row 38593, label PEFNTVTY, used 953: United-States
Row 38593, label PEMNTVTY, used 953: United-States
Row 38634, label PEFNTVTY, used 2778: United-States
Row 38634, label PEMNTVTY, used 2778: United-States
Row 38634, label PENATVTY, used 2778: United-States
Row 38636, label PEFNTVTY, used 24878: United-States
Row 38636, label PEMNTVTY, used 24878: United-States
Row 38636, label PENATVTY, used 24878: United-States
Row 38643, label PEFNTVTY, used 993: United-States
Row 38709, label PEFNTVTY, used 56: United-States
Row 38709, label PEMNTVTY, used 56: United-States
Row 38709, label PENATVTY, used 56: United-States
